study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
ROS,XQB958K4,journalArticle,2022,"Godrich, Dana; Martin, Eden R.; Schellenberg, Gerard; Pericak-Vance, Margaret A.; Cuccaro, Michael; Scott, William K.; Kukull, Walter; Montine, Thomas; Beecham, Gary W.",Neuropathological lesions and their contribution to dementia and cognitive impairment in a heterogeneous clinical population,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1002/alz.12516,"INTRODUCTION: Alzheimer disease (AD) and related dementias are characterized by damage caused by neuropathological lesions in the brain. These include AD lesions (plaques and tangles) and non-AD lesions such as vascular injury or Lewy bodies. We report here an assessment of lesion association to dementia in a large clinic-based population. METHODS: We identified 5272 individuals with neuropathological data from the National Alzheimer's Coordinating Center. Individual lesions, as well as a neuropathological composite score (NPCS) were tested for association with dementia, and both functional and neurocognitive impairment using regression models. RESULTS: Most individuals exhibited mixed pathologies, especially AD lesions in combination with non-AD lesions. All lesion types were associated with one or more clinical outcomes; most even while controlling for AD pathology. The NPCS was also associated with clinical outcomes. DISCUSSION: These data suggest mixed-type pathologies are extremely common in a clinic-based population and may contribute to dementia and cognitive impairment.",2022-12,2403-2412,Alzheimers Dement,PubMed,PMID: 35142102 PMCID: PMC9360193,http://www.ncbi.nlm.nih.gov/pubmed/35142102,"Humans; Brain; Alzheimer Disease; Plaque, Amyloid; Alzheimer disease; Cognitive Dysfunction; Neurofibrillary Tangles; dementia; neuropathology; cognitive decline; vascular dementia; Lewy Bodies; amyloid angiopathy; hippocampal sclerosis; Lewy bodies; neuritic plaques; neurofibrillary; tangles",
ROS,BEESJZ3Q,journalArticle,2022,"Tasaki, Shinya; Xu, Jishu; Avey, Denis R.; Johnson, Lynnaun; Petyuk, Vladislav A.; Dawe, Robert J.; Bennett, David A.; Wang, Yanling; Gaiteri, Chris",Inferring protein expression changes from mRNA in Alzheimer's dementia using deep neural networks,Nature Communications,2041-1723,10.1038/s41467-022-28280-1,"Identifying the molecular systems and proteins that modify the progression of Alzheimer's disease and related dementias (ADRD) is central to drug target selection. However, discordance between mRNA and protein abundance, and the scarcity of proteomic data, has limited our ability to advance candidate targets that are mainly based on gene expression. Therefore, by using a deep neural network that predicts protein abundance from mRNA expression, here we attempt to track the early protein drivers of ADRD. Specifically, by applying the clei2block deep learning model to 1192 brain RNA-seq samples, we identify protein modules and disease-associated expression changes that were not directly observed at the mRNA level. Moreover, pseudo-temporal trajectory inference based on the predicted proteome became more closely correlated with cognitive decline and hippocampal atrophy compared to RNA-based trajectories. This suggests that the predicted changes in protein expression could provide a better molecular representation of ADRD progression. Furthermore, overlaying clinical traits on protein pseudotime trajectory identifies protein modules altered before cognitive impairment. These results demonstrate how our method can be used to identify potential early protein drivers and possible drug targets for treating and/or preventing ADRD.",03/02/2022,655,Nat Commun,PubMed,PMID: 35115553 PMCID: PMC8814036,http://www.ncbi.nlm.nih.gov/pubmed/35115553,"Aged; Aged, 80 and over; Female; Humans; Male; Protein Biosynthesis; RNA, Messenger; Brain; Proteome; Proteomics; Transcriptome; Alzheimer Disease; Dementia; Deep Learning; Cognitive Dysfunction; Neural Networks, Computer; Mass Spectrometry; RNA-Seq",
ROS,QPCR3XR5,journalArticle,2022,"Wingo, Aliza P.; Wang, Mengli; Liu, Jiaqi; Breen, Michael S.; Yang, Hyun-Sik; Tang, Beisha; Schneider, Julie A.; Seyfried, Nicholas T.; Lah, James J.; Levey, Allan I.; Bennett, David A.; Jin, Peng; De Jager, Philip L.; Wingo, Thomas S.",Brain microRNAs are associated with variation in cognitive trajectory in advanced age,Translational Psychiatry,2158-3188,10.1038/s41398-022-01806-3,"In advancing age, some individuals maintain a stable cognitive performance over time, while others experience a rapid decline. Such variation in cognitive trajectory is only partially explained by common neurodegenerative pathologies. Hence, we aimed to identify new molecular processes underlying variation in cognitive trajectory using brain microRNA profile followed by an integrative analysis with brain transcriptome and proteome. Individual cognitive trajectories were derived from longitudinally assessed cognitive-test scores of older-adult brain donors from four longitudinal cohorts. Postmortem brain microRNA profiles, transcriptomes, and proteomes were derived from the dorsolateral prefrontal cortex. The global microRNA association study of cognitive trajectory was performed in a discovery (n = 454) and replication cohort (n = 134), followed by a meta-analysis that identified 6 microRNAs. Among these, miR-132-3p and miR-29a-3p were most significantly associated with cognitive trajectory. They explain 18.2% and 2.0% of the variance of cognitive trajectory, respectively, and act independently of the eight measured neurodegenerative pathologies. Furthermore, integrative transcriptomic and proteomic analyses revealed that miR-132-3p was significantly associated with 24 of the 47 modules of co-expressed genes of the transcriptome, miR-29a-3p with 3 modules, and identified 84 and 214 downstream targets of miR-132-3p and miR-29a-3p, respectively, in cognitive trajectory. This is the first global microRNA study of cognitive trajectory to our knowledge. We identified miR-29a-3p and miR-132-3p as novel and robust contributors to cognitive trajectory independently of the eight known cerebral pathologies. Our findings lay a foundation for future studies investigating mechanisms and developing interventions to enhance cognitive stability in advanced age.",01/02/2022,47,Transl Psychiatry,PubMed,PMID: 35105862 PMCID: PMC8807720,http://www.ncbi.nlm.nih.gov/pubmed/35105862,Humans; MicroRNAs; Brain; Proteome; Proteomics; Cognition,
ROS,EEASZR7H,journalArticle,2022,"Wagner, Maude; Wilson, Robert S.; Leurgans, Sue E.; Boyle, Patricia A.; Bennett, David A.; Grodstein, Francine; Capuano, Ana W.",Quantifying longitudinal cognitive resilience to Alzheimer's disease and other neuropathologies,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1002/alz.12576,"INTRODUCTION: Cognitive resilience (CR) has been defined as the continuum of better (or worse) than expected cognition, given the degree of neuropathology. To quantify this concept, existing approaches focus on either cognitive level at a single time point or slopes of cognitive decline. METHODS: In a prospective study of 1215 participants, we created a continuous measure of CR defined as the mean of differences between estimated person-specific and marginal cognitive levels over time, after accounting for neuropathologies. RESULTS: Neuroticism and depressive symptoms were associated with all CR measures (P-values < .012); as expected, cognitive activity and education were only associated with the cognitive-level approaches (P-values < .0002). However, compared with the existing CR measures focusing on a single measure or slopes of cognition, our new measure yielded stronger relations with risk factors. DISCUSSION: Defining CR based on the longitudinal differences between person-specific and marginal cognitive levels is a novel and complementary way to quantify CR.",2022-11,2252-2261,Alzheimers Dement,PubMed,PMID: 35102704 PMCID: PMC10119432,http://www.ncbi.nlm.nih.gov/pubmed/35102704,Humans; Alzheimer Disease; Cognition; Longitudinal Studies; Cognitive Dysfunction; neuropathology; Neuropathology; Neuropsychological Tests; Alzheimer's dementia; Prospective Studies; cognitive resilience; longitudinal study; mixed-effects model; neuropsychological tests,
ROS,PE7GQIZJ,journalArticle,2022,"Johnson, Erik C. B.; Carter, E. Kathleen; Dammer, Eric B.; Duong, Duc M.; Gerasimov, Ekaterina S.; Liu, Yue; Liu, Jiaqi; Betarbet, Ranjita; Ping, Lingyan; Yin, Luming; Serrano, Geidy E.; Beach, Thomas G.; Peng, Junmin; De Jager, Philip L.; Haroutunian, Vahram; Zhang, Bin; Gaiteri, Chris; Bennett, David A.; Gearing, Marla; Wingo, Thomas S.; Wingo, Aliza P.; Lah, James J.; Levey, Allan I.; Seyfried, Nicholas T.",Large-scale deep multi-layer analysis of Alzheimer's disease brain reveals strong proteomic disease-related changes not observed at the RNA level,Nature Neuroscience,1546-1726,10.1038/s41593-021-00999-y,"The biological processes that are disrupted in the Alzheimer's disease (AD) brain remain incompletely understood. In this study, we analyzed the proteomes of more than 1,000 brain tissues to reveal new AD-related protein co-expression modules that were highly preserved across cohorts and brain regions. Nearly half of the protein co-expression modules, including modules significantly altered in AD, were not observed in RNA networks from the same cohorts and brain regions, highlighting the proteopathic nature of AD. Two such AD-associated modules unique to the proteomic network included a module related to MAPK signaling and metabolism and a module related to the matrisome. The matrisome module was influenced by the APOE ε4 allele but was not related to the rate of cognitive decline after adjustment for neuropathology. By contrast, the MAPK/metabolism module was strongly associated with the rate of cognitive decline. Disease-associated modules unique to the proteome are sources of promising therapeutic targets and biomarkers for AD.",2022-02,213-225,Nat Neurosci,PubMed,PMID: 35115731 PMCID: PMC8825285,http://www.ncbi.nlm.nih.gov/pubmed/35115731,Humans; RNA; Brain; Proteome; Proteomics; Alzheimer Disease; Cognitive Dysfunction,
ROS,6I9VLD67,journalArticle,2022,"Ruthirakuhan, Myuri; Ismail, Zahinoor; Herrmann, Nathan; Gallagher, Damien; Lanctôt, Krista L.",Mild behavioral impairment is associated with progression to Alzheimer's disease: A clinicopathological study,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1002/alz.12519,"INTRODUCTION: Mild behavioral impairment (MBI) is characterized by later-life emergence of neuropsychiatric symptoms. Investigating its relationship with progression to Alzheimer's disease (AD) would provide insight on its importance as a predictor of AD. METHODS: Cognitively normal participants (N = 11,372) from the National Alzheimer's Coordinating Center were stratified by MBI status, using the Neuropsychiatric Inventory-Questionnaire. We investigated whether MBI and its domains were predictors of progression to clinically-diagnosed AD. MBI as a predictor of progression to neuropathology-confirmed AD was also investigated in those with neuropathological data. RESULTS: Six percent (N = 671) of participants progressed to AD. MBI (N = 2765) was a significant predictor of progression to clinically-diagnosed (hazard ratio [HR] = 1.75) and neuropathology-confirmed AD (HR = 1.59). MBI domains were also associated with clinically-diagnosed AD, with psychosis having the greatest effect (HR = 6.49). DISCUSSION: These findings support the biological underpinnings of MBI, emphasizing the importance of later life behavioral changes in dementia detection and prognostication.",2022-11,2199-2208,Alzheimers Dement,PubMed,PMID: 35103400 PMCID: PMC9339594,http://www.ncbi.nlm.nih.gov/pubmed/35103400,Humans; Alzheimer's disease; Alzheimer Disease; Cognitive Dysfunction; neuropathology; Disease Progression; neuropsychiatric symptoms; Neuropsychological Tests; mild behavioral impairment,
ROS,UQB4KIWJ,journalArticle,2022,"Graves, Lisa V.; Edmonds, Emily C.; Thomas, Kelsey R.; Weigand, Alexandra J.; Cooper, Shanna; Stickel, Ariana M.; Zlatar, Zvinka Z.; Clark, Alexandra L.; Bondi, Mark W.",Diagnostic accuracy and differential associations between ratings of functioning and neuropsychological performance in non-Hispanic Black and White older adults,The Clinical Neuropsychologist,1744-4144,10.1080/13854046.2021.1971766,"ObjectiveWe recently demonstrated that relative to consensus-based methods, actuarial methods may improve diagnostic accuracy across the continuum of cognitively normal (CN), mild cognitive impairment (MCI), and dementia in the overall National Alzheimer's Coordinating Center (NACC) cohort. However, the generalizability and comparative utility of current methods of diagnosing MCI and dementia due to Alzheimer's disease and related disorders (ADRD) are significantly understudied in non-Hispanic Black (NHB) older adults. Thus, we extended our previous investigation to more specifically explore the utility of consensus-based and actuarial diagnostic methods in NHB older adults.Method: We compared baseline consensus and actuarial diagnostic rates, and associations of ratings of functioning with neuropsychological performance and diagnostic outcomes, in NHB (n = 963) and non-Hispanic White (NHW; n = 4577) older adults in the NACC cohort.Results: 60.0% of the NHB subsample, versus 29.2% of the NHW subsample, included participants who met actuarial criteria for MCI despite being classified as CN or impaired-not-MCI per consensus. Additionally, associations between ratings of functioning and neuropsychological performance were less consistent in NHB participants than in NHW participants.Conclusions: Our results provide evidence of differential degrees of association between reported functioning and neuropsychological performance in NHB and NHW older adults, which may contribute to racial group differences in diagnostic rates, and prompt consideration of the strengths and weaknesses of consensus-based and actuarial diagnostic approaches in assessing neurocognitive functioning in NHB older adults.",2022-02,287-310,Clin Neuropsychol,PubMed,PMID: 34499580 PMCID: PMC8849565,http://www.ncbi.nlm.nih.gov/pubmed/34499580,Aged; Cohort Studies; Humans; Alzheimer Disease; Cognitive Dysfunction; Neuropsychological Tests,
ROS,LJZM6DMU,journalArticle,2022,"Johnson, Ellen E. H.; Alexander, Claire; Lee, Grace J.; Angers, Kaley; Ndiaye, Diarra; Suhr, Julie",Examination of race and gender differences in predictors of neuropsychological decline and development of Alzheimer's disease,The Clinical Neuropsychologist,1744-4144,10.1080/13854046.2021.1940299,"ObjectiveBlack adults are diagnosed with Alzheimer's disease (AD) at higher rates than White adults. Biopsychosocial risk factors that differentially affect individuals by race, including health, education, and APOE e4, may explain these findings. Some research suggests that the risk for AD associated with the APOE e4 allele may differ by race. Gender differences in AD have also been identified but remain understudied. We examined race, APOE status, vascular risk factors, education, and the interaction of APOE e4 status and race as predictors of cognitive decline and the development of Alzheimer's disease between genders in a large longitudinal sample of older adults. Methods: Participants (N = 4336) were selected from the National Alzheimer's Coordinating Center's Uniform Data Set who completed measures of verbal fluency, naming, and immediate/delayed story memory across 5 years. Analyses were stratified by gender. Follow up interactions examined statistical significance of differences. Results: APOE e4 by race interactions were largely non-significant and dropped from most models. When controlling for health, education, referral source, and Uniform Data Set form (when applicable), few racial differences in cognitive performance over time emerged. Black participants obtained lower scores than White participants on a majority of baseline measures. Race findings did not differ by gender. Hypertension was more strongly predictive of decline in delayed memory among women. Conclusions: Analyses did not support that APOE e4 differentially affects Black individuals. Hypertension may be a more relevant risk factor among women. Results raise questions regarding the accuracy of baseline scores in predicting decline for Black individuals.",2022-02,327-352,Clin Neuropsychol,PubMed,PMID: 34218735,http://www.ncbi.nlm.nih.gov/pubmed/34218735,Alzheimer’s disease; Aged; Female; Humans; Male; Genotype; Sex Factors; Alzheimer Disease; Apolipoprotein E4; Apolipoproteins E; Cognitive decline; Hypertension; Neuropsychological Tests; Apolipoprotein E e4; Gender differences; Race differences,
ROS,HN7RQIQR,journalArticle,2022,"Beck, John S.; Madaj, Zachary; Cheema, Calvin T.; Kara, Betul; Bennett, David A.; Schneider, Julie A.; Gordon, Marcia N.; Ginsberg, Stephen D.; Mufson, Elliott J.; Counts, Scott E.",Co-expression network analysis of frontal cortex during the progression of Alzheimer's disease,"Cerebral Cortex (New York, N.Y.: 1991)",1460-2199,10.1093/cercor/bhac001,"Mechanisms of Alzheimer's disease (AD) and its putative prodromal stage, amnestic mild cognitive impairment (aMCI), involve the dysregulation of multiple candidate molecular pathways that drive selective cellular vulnerability in cognitive brain regions. However, the spatiotemporal overlap of markers for pathway dysregulation in different brain regions and cell types presents a challenge for pinpointing causal versus epiphenomenal changes characterizing disease progression. To approach this problem, we performed Weighted Gene Co-expression Network Analysis and STRING interactome analysis of gene expression patterns quantified in frontal cortex samples (Brodmann area 10) from subjects who died with a clinical diagnosis of no cognitive impairment, aMCI, or mild/moderate AD. Frontal cortex was chosen due to the relatively protracted involvement of this region in AD, which might reveal pathways associated with disease onset. A co-expressed network correlating with clinical diagnosis was functionally associated with insulin signaling, with insulin (INS) being the most highly connected gene within the network. Co-expressed networks correlating with neuropathological diagnostic criteria (e.g., NIA-Reagan Likelihood of AD) were associated with platelet-endothelium-leucocyte cell adhesion pathways and hypoxia-oxidative stress. Dysregulation of these functional pathways may represent incipient alterations impacting disease progression and the clinical presentation of aMCI and AD.",09/11/2022,5108-5120,Cereb Cortex,PubMed,PMID: 35076713 PMCID: PMC9667180,http://www.ncbi.nlm.nih.gov/pubmed/35076713,Humans; Brain; Alzheimer Disease; Cognitive Dysfunction; Disease Progression; Magnetic Resonance Imaging; Brain Mapping; Frontal Lobe; amnestic mild cognitive impairment; cell cycle; endothelium; insulin signaling; Insulins; oxidative stress,
ROS,BBI9SRSK,journalArticle,2022,"Reyes-Dumeyer, Dolly; Faber, Kelley; Vardarajan, Badri; Goate, Alison; Renton, Alan; Chao, Michael; Boeve, Brad; Cruchaga, Carlos; Pericak-Vance, Margaret; Haines, Jonathan L.; Rosenberg, Roger; Tsuang, Debby; Sweet, Robert A.; Bennett, David A.; Wilson, Robert S.; Foroud, Tatiana; Mayeux, Richard",The National Institute on Aging Late-Onset Alzheimer's Disease Family Based Study: A resource for genetic discovery,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1002/alz.12514,"INTRODUCTION: The National Institute on Aging Late-Onset Alzheimer's Disease Family Based Study (NIA-LOAD FBS) was established to study the genetic etiology of Alzheimer's disease (AD). METHODS: Recruitment focused on families with two living affected siblings and a third first-degree relative similar in age with or without dementia. Uniform assessments were completed, DNA was obtained, as was neuropathology, when possible. Apolipoprotein E (APOE) genotypes, genome-wide single nucleotide polymorphism (SNP) arrays, and sequencing was completed in most families. RESULTS: APOE genotype modified the age-at-onset in many large families. Novel variants and known variants associated with early- and late-onset AD and frontotemporal dementia were identified supporting an international effort to solve AD genetics. DISCUSSION: The NIA-LOAD FBS is the largest collection of familial AD worldwide, and data or samples have been included in 123 publications addressing the genetic etiology of AD. Genetic heterogeneity and variability in the age-at-onset provides opportunities to investigate the complexity of familial AD.",2022-10,1889-1897,Alzheimers Dement,PubMed,PMID: 34978149 PMCID: PMC9250549,http://www.ncbi.nlm.nih.gov/pubmed/34978149,Humans; Genotype; United States; Alzheimer Disease; Apolipoproteins E; Age of Onset; National Institute on Aging (U.S.),
ROS,XPD7EDX9,journalArticle,2022,"Niaz, Mohammad Rakeen; Ridwan, Abdur Raquib; Wu, Yingjuan; Alzheimer's Disease Neuroimaging Initiative; Bennett, David A.; Arfanakis, Konstantinos",Development and evaluation of a high resolution 0.5mm isotropic T1-weighted template of the older adult brain,NeuroImage,1095-9572,10.1016/j.neuroimage.2021.118869,"Investigating the structure of the older adult brain at high spatial resolution is of high significance, and a dedicated older adult structural brain template with sub-millimeter resolution is currently lacking. Therefore, the purpose of this work was twofold: (A) to develop a 0.5mm isotropic resolution standardized T1-weighted template of the older adult brain by applying principles of super resolution to high quality MRI data from 222 older adults (65-95 years of age), and (B) to systematically compare the new template to other standardized and study-specific templates in terms of image quality and performance when used as a reference for alignment of older adult data. The new template exhibited higher spatial resolution and improved visualization of fine structural details of the older adult brain compared to a template constructed using a conventional template building approach and the same data. In addition, the new template exhibited higher image sharpness and did not contain image artifacts observed in some of the other templates considered in this work. Due to the above enhancements, the new template provided higher inter-subject spatial normalization precision for older adult data compared to the other templates, and consequently enabled detection of smaller inter-group morphometric differences in older adult data. Finally, the new template was among those that were most representative of older adult brain data. Overall, the new template constructed here is an important resource for studies of aging, and the findings of the present work have important implications in template selection for investigations on older adults.",2022-03,118869,Neuroimage,PubMed,PMID: 34986396 PMCID: PMC8855670,http://www.ncbi.nlm.nih.gov/pubmed/34986396,"Aged; Aged, 80 and over; Female; Humans; Male; Brain; Aging; Magnetic Resonance Imaging; Brain Mapping; Image Processing, Computer-Assisted; Template; Artifacts; Atlas; High resolution; T1-weighted",
ROS,FJ4VSURY,journalArticle,2022,"Kurasz, Andrea M.; De Wit, Liselotte; Smith, Glenn E.; Armstrong, Melissa J.",Neuropathological and Clinical Correlates of Lewy Body Disease Survival by Race and Ethnicity in the National Alzheimer's Coordinating Center,Journal of Alzheimer's disease: JAD,1875-8908,10.3233/JAD-220297,"BACKGROUND: Survival and associated clinical and pathological characteristics in Lewy body disease (LBD)-related dementias are understudied. Available studies focus primarily on white non-Hispanic samples. OBJECTIVE: We investigated demographic, clinical, and pathological correlates of survival by race and ethnicity in an autopsy-confirmed cohort of LBD cases. METHODS: Using National Alzheimer's Coordinating Center data, we selected participants who self-identified as Black, Hispanic, or white who had neuropathological assessments showing transitional or diffuse LBD pathology. We used Kruskal-Wallis and Pearson χ2 analyses to investigate group differences in demographic and presenting clinical and pathological characteristics. We used linear regressions to identify predictors of survival with sex, age at symptom onset, education, ethnoracial status, LBD pathology type, and Braak tangle stage included in the model. RESULTS: Data from 1,441 white, 60 Black, and 54 Hispanic participants were available for analysis. Hispanics were more likely to have transitional LBD pathology and had a longer survival than white and Black participants. After controlling for demographic and pathological variables, length of survival did not differ between Hispanics and Black or white participants. Additional key findings demonstrated discrepancies between clinical diagnoses received at last visit and pathological findings, particularly among Black participants. CONCLUSION: LBD survival differences by race and ethnicity can be accounted for by LBD pathology type and co-occurring Alzheimer's disease pathology. The discrepancies between clinical diagnoses and pathological findings raise the concern that dementia with Lewy bodies is underdiagnosed in NACC, especially for Black older adults.",14/07/2005,1339-1349,J Alzheimers Dis,PubMed,PMID: 36031892 PMCID: PMC9588566,http://www.ncbi.nlm.nih.gov/pubmed/36031892,Aged; Humans; Ethnicity; Alzheimer Disease; Nervous System Diseases; dementia; neuropathology; ethnicity; Neuropathology; Lewy body disease; Lewy Body Disease; Lewy Bodies; Cognitive dysfunction; racial groups,
ROS,DQD8U7Z3,journalArticle,2022,"Agrawal, Sonal; Schneider, Julie A.",Vascular pathology and pathogenesis of cognitive impairment and dementia in older adults,Cerebral Circulation - Cognition and Behavior,2666-2450,10.1016/j.cccb.2022.100148,"It is well recognized that brains of older people often harbor cerebrovascular disease pathology including vessel disease and vascular-related tissue injuries and that this is associated with vascular cognitive impairment and contributes to dementia. Here we review vascular pathologies, cognitive impairment, and dementia. We highlight the importance of mixed co-morbid AD/non-AD neurodegenerative and vascular pathology that has been collected in multiple clinical pathologic studies, especially in community-based studies. We also provide an update of vascular pathologies from the Rush Memory and Aging Project and Religious Orders Study cohorts with special emphasis on the differences across age in persons with and without dementia. Finally, we discuss neuropathological perspectives on the interpretation of clinical-pathological studies and emerging data in community-based studies.",14/07/2005,100148,Cereb Circ Cogn Behav,PubMed,PMID: 36324408 PMCID: PMC9616381,http://www.ncbi.nlm.nih.gov/pubmed/36324408,"Alzheimer's disease; Dementia; Mixed pathology; Vascular cognitive impairment; Vascular pathology, Infarcts",
ROS,QBNKTLPX,journalArticle,2022,"Cm, Kelley; Sd, Ginsberg; Ws, Liang; Se, Counts; Ej, Mufson",Posterior cingulate cortex reveals an expression profile of resilience in cognitively intact elders,Brain communications,2632-1297,10.1093/braincomms/fcac162,"The posterior cingulate cortex, a key hub of the default mode network, underlies autobiographical memory retrieval and displays hypometabolic changes early in Alzheimer disease. To obtain an unbiased understanding of the molecular pathobiology of the aged posterior cingulate cortex, we performed RNA …",21/06/2022,,,PubMed,Publisher: Brain Commun PMID: 35813880,http://www.ncbi.nlm.nih.gov/pubmed/35813880,,
ROS,HHSEH26W,journalArticle,2022,"E, Aumont; C, Tremblay; S, Levert; Da, Bennett; F, Calon; N, Leclerc",Evidence of Filamin A loss of solubility at the prodromal stage of neuropathologically-defined Alzheimer's disease,Frontiers in aging neuroscience,1663-4365,10.3389/fnagi.2022.1038343,"We observed opposite level changes between insoluble and soluble FLNA in prodromal AD. As this stage coincides with the appearance of cognitive symptoms, this may be a key event in the transition from preclinical to prodromal AD. Insoluble FLNA could be useful to identify prodromal AD among subjects …",24/11/2022,,,PubMed,Publisher: Front Aging Neurosci PMID: 36506473,http://www.ncbi.nlm.nih.gov/pubmed/36506473,,
ROS,Y46EFDCX,journalArticle,2022,"Al, Atayde; Ce, Fischer; Ta, Schweizer; Dg, Munoz",Neuropsychiatric Inventory-Questionnaire Assessed Nighttime Behaviors in Cognitively Asymptomatic Patients with Pathologically Confirmed Alzheimer's Disease Predict More Rapid Cognitive Deterioration,Journal of Alzheimer's disease : JAD,1875-8908,10.3233/JAD-215276,"NPI-Q assessed nighttime behaviors, a surrogate for sleep disturbances, are associated with more rapidly deteriorating cognition in patients with AD neuropathology who are also carriers of APOE ɛ4 or show CAA.",14/07/2005,,,PubMed,Publisher: J Alzheimers Dis PMID: 35180114,http://www.ncbi.nlm.nih.gov/pubmed/35180114,,
ROS,ABJYVBFD,journalArticle,2022,"K, Ravipati; Y, Chen; Jr, Manns",Reassessing Diabetes and APOE Genotype as Potential Interacting Risk Factors for Alzheimer's Disease,American journal of Alzheimer's disease and other dementias,1938-2731,10.1177/15333175211070912,"<span><b>Objective:</b> To assess whether diabetes alone or in association with Apolipoprotein E (APOE) ε4 genotype increases the risk of Alzheimer's Disease (AD) diagnosis. <b>Methods:</b> A retrospective cohort study of 33,456 participants from the National Alzheimer's Coordinating Center database. <b>R</b></span> …",2022-12,,,PubMed,Publisher: Am J Alzheimers Dis Other Demen PMID: 35041557,http://www.ncbi.nlm.nih.gov/pubmed/35041557,,
ROS,SZ7642EF,journalArticle,2022,"J, Schaffert; C, LoBue; Ls, Hynan; J, Hart; H, Rossetti; Ar, Carlew; L, Lacritz; Cl, White; Cm, Cullum",Predictors of Life Expectancy in Autopsy-Confirmed Alzheimer's Disease,Journal of Alzheimer's disease : JAD,1875-8908,10.3233/JAD-215200,"Global cognitive functioning was the strongest predictor of LE following diagnosis, and AD patients with severe impairment had the shortest LE. AD patients who are older, male, white, and have more motor symptoms, functional impairment, and neuropsychiatric symptoms were also more likely have shorte …",14/07/2005,,,PubMed,Publisher: J Alzheimers Dis PMID: 35034898,http://www.ncbi.nlm.nih.gov/pubmed/35034898,,
ROS,WZRXXYPY,journalArticle,2022,"Cy, Wu; Ly, Xiong; M, Ouk; Js, Rabin; N, Herrmann; Kl, Lanctôt; Mk, Kapral; M, Law; H, Cogo-Moreira; Jd, Edwards; W, Swardfager",Gastric acid suppressants and cognitive decline in people with or without cognitive impairment,"Alzheimer's & dementia (New York, N. Y.)",2352-8737,10.1002/trc2.12243,"Compared to PPIs, H2RAs were associated with cognitive decline, specifically among people with pre-existing cognitive impairment.",02/10/2022,,,PubMed,Publisher: Alzheimers Dement (N Y) PMID: 35169610,http://www.ncbi.nlm.nih.gov/pubmed/35169610,,
ROS,XWTWMDPY,journalArticle,2022,"M, Bucholc; S, Bauermeister; D, Kaur; Pl, McClean; S, Todd",The impact of hearing impairment and hearing aid use on progression to mild cognitive impairment in cognitively healthy adults: An observational cohort study,"Alzheimer's & dementia (New York, N. Y.)",2352-8737,10.1002/trc2.12248,Use of hearing aids may help mitigate cognitive decline associated with hearing loss.,22/02/2022,,,PubMed,Publisher: Alzheimers Dement (N Y) PMID: 35229022,http://www.ncbi.nlm.nih.gov/pubmed/35229022,,
ROS,UFK8CW9Y,journalArticle,2022,"M, Lamar; S, Leurgans; A, Kapasi; Ll, Barnes; Pa, Boyle; Da, Bennett; K, Arfanakis; Ja, Schneider",Complex Profiles of Cerebrovascular Disease Pathologies in the Aging Brain and Their Relationship With Cognitive Decline,Stroke,1524-4628,10.1161/STROKEAHA.121.034814,"Mixed CVD, more common than single CVD, is associated with cognitive decline, and distinct mixed CVD profiles show domain-specific associations with cognitive decline. CVD is not monolithic but consists of heterogenous person-specific combinations with distinct contributions to cognitive decline.",2022-01,,,PubMed,Publisher: Stroke PMID: 34601898,http://www.ncbi.nlm.nih.gov/pubmed/34601898,,
ROS,LA6Q4NJT,journalArticle,2022,"L, Soleimani; M, Schnaider Beeri; H, Grossman; M, Sano; Cw, Zhu",Specific depression dimensions are associated with a faster rate of cognitive decline in older adults,"Alzheimer's & dementia (Amsterdam, Netherlands)",2352-8729,10.1002/dad2.12268,"Different depression dimensions had different associations with the rate of cognitive decline, suggesting distinct pathophysiology and the need for more targeted interventions.",15/03/2022,,,PubMed,Publisher: Alzheimers Dement (Amst) PMID: 35317432,http://www.ncbi.nlm.nih.gov/pubmed/35317432,,
ROS,4W9SMB8X,journalArticle,2022,"S, Upadhya; H, Liu; S, Luo; Mw, Lutz; O, Chiba-Falek",Polygenic Risk Score Effectively Predicts Depression Onset in Alzheimer's Disease Based on Major Depressive Disorder Risk Variants,Frontiers in neuroscience,1662-4548,10.3389/fnins.2022.827447,"This study provided new insights into the genetic factors contributing to depression onset in LOAD and advanced our knowledge of the genetics underlying the heterogeneity of depression in LOAD. The developed PRS accurately predicted LOAD patients with depressive symptoms, thus, has clinical implicat …",03/08/2022,,,PubMed,Publisher: Front Neurosci PMID: 35350557,http://www.ncbi.nlm.nih.gov/pubmed/35350557,,
