study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
MAP,8U8QCFXJ,journalArticle,2023,"Beadell, Alana V.; Zhang, Zhou; Capuano, Ana W.; Bennett, David A.; He, Chuan; Zhang, Wei; Arvanitakis, Zoe",Genome-Wide Mapping Implicates 5-Hydroxymethylcytosines in Diabetes Mellitus and Alzheimer's Disease,Journal of Alzheimer's disease: JAD,1875-8908,10.3233/JAD-221113,"BACKGROUND: Diabetes mellitus (DM) is a recognized risk factor for dementia. Because DM is a potentially modifiable condition, greater understanding of the mechanisms linking DM to the clinical expression of Alzheimer's disease dementia may provide insights into much needed dementia therapeutics. OBJECTIVE: In this feasibility study, we investigated DM as a dementia risk factor by examining genome-wide distributions of the epigenetic DNA modification 5-hydroxymethylcytosine (5hmC). METHODS: We obtained biologic samples from the Rush Memory and Aging Project and used the highly sensitive 5hmC-Seal technique to perform genome-wide profiling of 5hmC in circulating cell-free DNA (cfDNA) from antemortem serum samples and in genomic DNA from postmortem prefrontal cortex brain tissue from 80 individuals across four groups: Alzheimer's disease neuropathologically defined (AD), DM clinically defined, AD with DM, and individuals with neither disease (controls). RESULTS: Distinct 5hmC signatures and biological pathways were enriched in persons with both AD and DM versus AD alone, DM alone, or controls, including genes inhibited by EGFR signaling in oligodendroglia and those activated by constitutive RHOA. We also demonstrate the potential diagnostic value of 5hmC profiling in circulating cfDNA. Specifically, an 11-gene weighted model distinguished AD from non-AD/non-DM controls (AUC = 91.8%; 95% CI, 82.9-100.0%), while a 4-gene model distinguished DM-associated AD from AD alone (AUC = 87.9%; 95% CI, 77.5-98.3%). CONCLUSION: We demonstrate in this small sample, the feasibility of detecting and characterizing 5hmC in DM-associated AD and of using 5hmC information contained in circulating cfDNA to detect AD in high-risk individuals, such as those with diabetes.",2023,1135-1151,J Alzheimers Dis,PubMed,PMID: 37182870,,Alzheimer’s disease; Humans; Alzheimer Disease; dementia; DNA Methylation; epigenetics; Cell-Free Nucleic Acids; Diabetes Mellitus; diabetes mellitus; 5-hydroxymethylcytosine; 5-Methylcytosine; cell-free DNA,
MAP,M6L9E6UM,journalArticle,2023,"Obeidat, Alia M.; Wood, Matthew J.; Adamczyk, Natalie S.; Ishihara, Shingo; Li, Jun; Wang, Lai; Ren, Dongjun; Bennett, David A.; Miller, Richard J.; Malfait, Anne-Marie; Miller, Rachel E.",Piezo2 expressing nociceptors mediate mechanical sensitization in experimental osteoarthritis,Nature Communications,2041-1723,10.1038/s41467-023-38241-x,"Non-opioid targets are needed for addressing osteoarthritis pain, which is mechanical in nature and associated with daily activities such as walking and climbing stairs. Piezo2 has been implicated in the development of mechanical pain, but the mechanisms by which this occurs remain poorly understood, including the role of nociceptors. Here we show that nociceptor-specific Piezo2 conditional knock-out mice were protected from mechanical sensitization associated with inflammatory joint pain in female mice, joint pain associated with osteoarthritis in male mice, as well as both knee swelling and joint pain associated with repeated intra-articular injection of nerve growth factor in male mice. Single cell RNA sequencing of mouse lumbar dorsal root ganglia and in situ hybridization of mouse and human lumbar dorsal root ganglia revealed that a subset of nociceptors co-express Piezo2 and Ntrk1 (the gene that encodes the nerve growth factor receptor TrkA). These results suggest that nerve growth factor-mediated sensitization of joint nociceptors, which is critical for osteoarthritic pain, is also dependent on Piezo2, and targeting Piezo2 may represent a therapeutic option for osteoarthritis pain control.",29/04/2023,2479,Nat Commun,PubMed,PMID: 37120427 PMCID: PMC10148822,,"Female; Humans; Male; Animals; Mice; Nerve Growth Factors; Mice, Knockout; Pain; Arthralgia; Ganglia, Spinal; Ion Channels; Nociceptors; Osteoarthritis",
MAP,KP5GXCV6,journalArticle,2023,"Stewart, Christopher C.; Yu, Lei; Glover, Crystal; Mottola, Gary; Valdes, Olivia; Wilson, Robert S.; Bennett, David A.; Boyle, Patricia A.",Wellbeing and Aging-related Decline in Financial and Health Literacy in Advanced Age,"The Journals of Gerontology. Series B, Psychological Sciences and Social Sciences",1758-5368,10.1093/geronb/gbad059,"OBJECTIVES: Emerging evidence suggests that financial and health literacy deteriorates in advanced age. By contrast, wellbeing promotes health in aging. This study tested the hypothesis that wellbeing is associated with slower aging-related literacy decline. METHOD: Participants were 1,099 community-based older adults without dementia at baseline. Financial and health literacy was assessed at baseline and annually thereafter via a 32-item measure. Wellbeing was assessed at baseline via the 18-item version of Ryff's Scales of Psychological Well-Being. RESULTS: During up to 12 years of annual follow-up, literacy declined about 1 percentage point per year on average (β = -0.91, SE = 0.08, p < .001); however, there was considerable variation in change in literacy between participants (random slopes variance = 1.24, SE = 0.15, p < .001). In a linear mixed-effects model adjusted for age, sex, and education, higher wellbeing was associated with higher starting level of literacy (β = 2.31, SE = 0.67, p = .001) and, critically, slower literacy decline (β = 0.29, SE = 0.11, p = .006). The association of higher wellbeing with slower literacy decline persisted in models that additionally adjusted for income, medical conditions, depressive symptoms, and a robust measure of global cognition. DISCUSSION: This study suggests that wellbeing helps stave off aging-related literacy decline.",17/04/2023,gbad059,J Gerontol B Psychol Sci Soc Sci,PubMed,PMID: 37068007,,wellbeing; financial abuse; health promotion; psychological strength; successful aging,
MAP,VNGMITK5,journalArticle,2023,"Katsumata, Yuriko; Fardo, David W.; Shade, Lincoln M. P.; Alzheimer’s Disease Genetics Consortium; Nelson, Peter T.","LATE-NC risk alleles (in TMEM106B, GRN, and ABCC9 genes) among persons with African ancestry",Journal of Neuropathology and Experimental Neurology,1554-6578,10.1093/jnen/nlad059,"Limbic-predominant age-related TDP-43 encephalopathy (LATE) affects approximately one-third of older individuals and is associated with cognitive impairment. However, there is a highly incomplete understanding of the genetic determinants of LATE neuropathologic changes (LATE-NC) in diverse populations. The defining neuropathologic feature of LATE-NC is TDP-43 proteinopathy, often with comorbid hippocampal sclerosis (HS). In terms of genetic risk factors, LATE-NC and/or HS are associated with single nucleotide variants (SNVs) in 3 genes-TMEM106B (rs1990622), GRN (rs5848), and ABCC9 (rs1914361 and rs701478). We evaluated these 3 genes in convenience samples of individuals of African ancestry. The allele frequencies of the LATE-associated alleles were significantly different between persons of primarily African (versus European) ancestry: In persons of African ancestry, the risk-associated alleles for TMEM106B and ABCC9 were less frequent, whereas the risk allele in GRN was more frequent. We performed an exploratory analysis of data from African-American subjects processed by the Alzheimer's Disease Genomics Consortium, with a subset of African-American participants (n = 166) having corroborating neuropathologic data through the National Alzheimer's Coordinating Center (NACC). In this limited-size sample, the ABCC9/rs1914361 SNV was associated with HS pathology. More work is required concerning the genetic factors influencing non-Alzheimer disease pathology such as LATE-NC in diverse cohorts.",01/08/2023,nlad059,J Neuropathol Exp Neurol,PubMed,PMID: 37528055,,Dementia; Diversity; Epidemiology; FTLD; Genome-Wide Association Studies (GWAS); KATP; KCNMB2,
MAP,JPJ3DQJR,journalArticle,2023,"Walters, Skylar; Contreras, Alex G.; Eissman, Jaclyn M.; Mukherjee, Shubhabrata; Lee, Michael L.; Choi, Seo-Eun; Scollard, Phoebe; Trittschuh, Emily H.; Mez, Jesse B.; Bush, William S.; Kunkle, Brian W.; Naj, Adam C.; Peterson, Amalia; Gifford, Katherine A.; Cuccaro, Michael L.; Cruchaga, Carlos; Pericak-Vance, Margaret A.; Farrer, Lindsay A.; Wang, Li-San; Haines, Jonathan L.; Jefferson, Angela L.; Kukull, Walter A.; Keene, C. Dirk; Saykin, Andrew J.; Thompson, Paul M.; Martin, Eden R.; Bennett, David A.; Barnes, Lisa L.; Schneider, Julie A.; Crane, Paul K.; Hohman, Timothy J.; Dumitrescu, Logan; Alzheimer’s Disease Neuroimaging Initiative, Alzheimer’s Disease Genetics Consortium, and Alzheimer’s Disease Sequencing Project","Associations of Sex, Race, and Apolipoprotein E Alleles With Multiple Domains of Cognition Among Older Adults",JAMA neurology,2168-6157,10.1001/jamaneurol.2023.2169,"IMPORTANCE: Sex differences are established in associations between apolipoprotein E (APOE) ε4 and cognitive impairment in Alzheimer disease (AD). However, it is unclear whether sex-specific cognitive consequences of APOE are consistent across races and extend to the APOE ε2 allele. OBJECTIVE: To investigate whether sex and race modify APOE ε4 and ε2 associations with cognition. DESIGN, SETTING, AND PARTICIPANTS: This genetic association study included longitudinal cognitive data from 4 AD and cognitive aging cohorts. Participants were older than 60 years and self-identified as non-Hispanic White or non-Hispanic Black (hereafter, White and Black). Data were previously collected across multiple US locations from 1994 to 2018. Secondary analyses began December 2021 and ended September 2022. MAIN OUTCOMES AND MEASURES: Harmonized composite scores for memory, executive function, and language were generated using psychometric approaches. Linear regression assessed interactions between APOE ε4 or APOE ε2 and sex on baseline cognitive scores, while linear mixed-effect models assessed interactions on cognitive trajectories. The intersectional effect of race was modeled using an APOE × sex × race interaction term, assessing whether APOE × sex interactions differed by race. Models were adjusted for age at baseline and corrected for multiple comparisons. RESULTS: Of 32 427 participants who met inclusion criteria, there were 19 007 females (59%), 4453 Black individuals (14%), and 27 974 White individuals (86%); the mean (SD) age at baseline was 74 years (7.9). At baseline, 6048 individuals (19%) had AD, 4398 (14%) were APOE ε2 carriers, and 12 538 (38%) were APOE ε4 carriers. Participants missing APOE status were excluded (n = 9266). For APOE ε4, a robust sex interaction was observed on baseline memory (β = -0.071, SE = 0.014; P = 9.6 × 10-7), whereby the APOE ε4 negative effect was stronger in females compared with males and did not significantly differ among races. Contrastingly, despite the large sample size, no APOE ε2 × sex interactions on cognition were observed among all participants. When testing for intersectional effects of sex, APOE ε2, and race, an interaction was revealed on baseline executive function among individuals who were cognitively unimpaired (β = -0.165, SE = 0.066; P = .01), whereby the APOE ε2 protective effect was female-specific among White individuals but male-specific among Black individuals. CONCLUSIONS AND RELEVANCE: In this study, while race did not modify sex differences in APOE ε4, the APOE ε2 protective effect could vary by race and sex. Although female sex enhanced ε4-associated risk, there was no comparable sex difference in ε2, suggesting biological pathways underlying ε4-associated risk are distinct from ε2 and likely intersect with age-related changes in sex biology.",17/07/2023,e232169,JAMA Neurol,PubMed,PMID: 37459083 PMCID: PMC10352930,,,
MAP,UYXCNQYH,journalArticle,2023,"Agrawal, Sonal; Leurgans, Sue E.; Nag, Sukriti; Oveisgharan, Shahram; Barnes, Lisa L.; Bennett, David A.; Buchman, Aron S.; Schneider, Julie A.",Effects of Cerebrovascular and Lewy Body Pathology on Parkinsonian Signs in Community-Dwelling Older Adults,Neurology,1526-632X,10.1212/WNL.0000000000207497,"BACKGROUND AND OBJECTIVES: The roles of Lewy body (LB) and separately of cerebrovascular disease (CVD) pathologies in the severity of parkinsonian signs are well recognized in old age. We investigated whether the two pathologies act synergistically to further potentiate the severity of parkinsonism beyond their separate effects. METHODS: We employed postmortem data of decedents from 3 longitudinal community-based studies of aging who underwent annual clinical evaluation to assess parkinsonian signs using 26-items of the motor portion of a modified Unified Parkinson's Disease Rating Scale. A summary score was developed from each item score to construct a global parkinsonian score, with a higher score indicating more severe parkinsonism. A detailed neuropathologic evaluation was performed to identify LB, AD pathology, nigral neuronal loss, atherosclerosis, macroscopic infarcts, and other CVD pathologies (arteriolosclerosis, cerebral amyloid angiopathy, and microscopic infarcts). A series of regression models with terms for LB, CVD pathology, and the interaction of LB with CVD pathologies was fit for global parkinsonism proximate- to-death and for individual parkinsonian signs scores including, parkinsonian gait, rigidity, tremor, and bradykinesia. RESULTS: In 1,753 participants (mean age at death=89 years; 68% women), LB was observed in 26% of participants and CVD pathologies were present in more than two thirds of participants. LB and three CVD pathologies (atherosclerosis, arteriolosclerosis, and macroscopic infarcts) were each independently associated with the severity of global parkinsonism proximate-to-death (LB: β=0.318, SE=0.08, p=<0.001, atherosclerosis: β=0.373, SE=0.079, p=<0.001, arteriolosclerosis: β=0.253, SE=0.078, p=0.001, macroscopic infarcts: β=0.333, SE=0.077, p=<0.001). A linear regression model adjusted for demographics, CVD, and neurodegenerative pathologies showed interaction between LB and macroscopic infarcts (β=0.463, SE=0.168, p=0.006), with LBs being associated with worse global parkinsonism when macroinfarcts are present. Similar interactions were found for atherosclerosis and LBs (β=0.371, SE=0.173, p=0.032) as well as for parkinsonian gait as the outcome (macroscopic infarcts: β=0.662, SE=0.239, p=0.005; atherosclerosis: β=0.509, SE=0.246, p=0.038). Findings were not affected when the 66 participants with a clinical diagnosis of PD were excluded. In contrast, there were no interactions between LB and other CVD pathologies or between atherosclerosis and macroscopic infarcts for global parkinsonism proximate-to-death. DISCUSSION: These findings suggest that atherosclerosis and macroscopic infarcts interact with LB pathology to increase the severity of parkinsonism beyond their additive effects in older persons.",12/07/2023,10.1212/WNL.0000000000207497,Neurology,PubMed,PMID: 37438127,,atherosclerosis; cerebrovascular disease; gait problem; infarcts; Lewy body; parkinsonism,
MAP,C5HZHZID,journalArticle,2023,"Cain, Anael; Taga, Mariko; McCabe, Cristin; Green, Gilad S.; Hekselman, Idan; White, Charles C.; Lee, Dylan I.; Gaur, Pallavi; Rozenblatt-Rosen, Orit; Zhang, Feng; Yeger-Lotem, Esti; Bennett, David A.; Yang, Hyun-Sik; Regev, Aviv; Menon, Vilas; Habib, Naomi; De Jager, Philip L.",Multicellular communities are perturbed in the aging human brain and Alzheimer's disease,Nature Neuroscience,1546-1726,10.1038/s41593-023-01356-x,"The role of different cell types and their interactions in Alzheimer's disease (AD) is a complex and open question. Here, we pursued this question by assembling a high-resolution cellular map of the aging frontal cortex using single-nucleus RNA sequencing of 24 individuals with a range of clinicopathologic characteristics. We used this map to infer the neocortical cellular architecture of 638 individuals profiled by bulk RNA sequencing, providing the sample size necessary for identifying statistically robust associations. We uncovered diverse cell populations associated with AD, including a somatostatin inhibitory neuronal subtype and oligodendroglial states. We further identified a network of multicellular communities, each composed of coordinated subpopulations of neuronal, glial and endothelial cells, and we found that two of these communities are altered in AD. Finally, we used mediation analyses to prioritize cellular changes that might contribute to cognitive decline. Thus, our deconstruction of the aging neocortex provides a roadmap for evaluating the cellular microenvironments underlying AD and dementia.",2023-07,1267-1280,Nat Neurosci,PubMed,PMID: 37336975,,Humans; Brain; Alzheimer Disease; Cognitive Dysfunction; Aging; Endothelial Cells; Neocortex,
MAP,3XPIKI2H,journalArticle,2023,"Kaivola, Karri; Chia, Ruth; Ding, Jinhui; Rasheed, Memoona; Fujita, Masashi; Menon, Vilas; Walton, Ronald L.; Collins, Ryan L.; Billingsley, Kimberley; Brand, Harrison; Talkowski, Michael; Zhao, Xuefang; Dewan, Ramita; Stark, Ali; Ray, Anindita; Solaiman, Sultana; Alvarez Jerez, Pilar; Malik, Laksh; Dawson, Ted M.; Rosenthal, Liana S.; Albert, Marilyn S.; Pletnikova, Olga; Troncoso, Juan C.; Masellis, Mario; Keith, Julia; Black, Sandra E.; Ferrucci, Luigi; Resnick, Susan M.; Tanaka, Toshiko; American Genome Center; International LBD Genomics Consortium; International ALS/FTD Consortium; PROSPECT Consortium; Topol, Eric; Torkamani, Ali; Tienari, Pentti; Foroud, Tatiana M.; Ghetti, Bernardino; Landers, John E.; Ryten, Mina; Morris, Huw R.; Hardy, John A.; Mazzini, Letizia; D'Alfonso, Sandra; Moglia, Cristina; Calvo, Andrea; Serrano, Geidy E.; Beach, Thomas G.; Ferman, Tanis; Graff-Radford, Neill R.; Boeve, Bradley F.; Wszolek, Zbigniew K.; Dickson, Dennis W.; Chiò, Adriano; Bennett, David A.; De Jager, Philip L.; Ross, Owen A.; Dalgard, Clifton L.; Gibbs, J. Raphael; Traynor, Bryan J.; Scholz, Sonja W.",Genome-wide structural variant analysis identifies risk loci for non-Alzheimer's dementias,Cell Genomics,2666-979X,10.1016/j.xgen.2023.100316,"We characterized the role of structural variants, a largely unexplored type of genetic variation, in two non-Alzheimer's dementias, namely Lewy body dementia (LBD) and frontotemporal dementia (FTD)/amyotrophic lateral sclerosis (ALS). To do this, we applied an advanced structural variant calling pipeline (GATK-SV) to short-read whole-genome sequence data from 5,213 European-ancestry cases and 4,132 controls. We discovered, replicated, and validated a deletion in TPCN1 as a novel risk locus for LBD and detected the known structural variants at the C9orf72 and MAPT loci as associated with FTD/ALS. We also identified rare pathogenic structural variants in both LBD and FTD/ALS. Finally, we assembled a catalog of structural variants that can be mined for new insights into the pathogenesis of these understudied forms of dementia.",14/06/2023,100316,Cell Genom,PubMed,PMID: 37388914 PMCID: PMC10300553,,genome-wide association study; amyotrophic lateral sclerosis; case-control study; frontotemporal dementia; Lewy body dementia; non–Alzheimer's dementia; resource; structural variant,
MAP,EJXEQPSL,journalArticle,2023,"Buchman, Aron S.; Wang, Tianhao; Oveisgharan, Shahram; Zammit, Andrea R.; Agrawal, Sonal; Yu, Lei; Bennett, David A.",Correlated decline of cognitive and motor phenotypes and ADRD pathologies in old age,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1002/alz.13347,"INTRODUCTION: Examining motor and cognitive decline in separate models may underestimate their associations. METHODS: In a single trivariate model, we examined the levels and rates of decline of three phenotypes, sensor-derived total daily physical activity, motor abilities, and cognition in 1007 older adults during 6 years of follow-up. In 477 decedents, we repeated the model adding fixed terms for indices of nine brain pathologies. RESULTS: Simultaneous rates of decline of all three phenotypes showed the strongest correlations with shared variance of up to 50%. Brain pathologies explained about 3% of the variance of declining daily physical activity, 9% of declining motor abilities, and 42% of cognitive decline. DISCUSSION: The rates of declining cognitive and motor phenotypes are strongly correlated and measures of brain pathologies account for only a small minority of their decline. Further work is needed to elucidate the biology underlying correlated cognitive and motor decline in aging adults.",12/06/2023,,Alzheimers Dement,PubMed,PMID: 37303291,,aging; cognition; neuropathology; motor abilities; physical activity,
MAP,Q8TFJ58V,journalArticle,2023,"Yang, Hyun-Sik; Teng, Ling; Kang, Daniel; Menon, Vilas; Ge, Tian; Finucane, Hilary K.; Schultz, Aaron P.; Properzi, Michael; Klein, Hans-Ulrich; Chibnik, Lori B.; Schneider, Julie A.; Bennett, David A.; Hohman, Timothy J.; Mayeux, Richard P.; Johnson, Keith A.; De Jager, Philip L.; Sperling, Reisa A.",Cell-type-specific Alzheimer's disease polygenic risk scores are associated with distinct disease processes in Alzheimer's disease,medRxiv: The Preprint Server for Health Sciences,,10.1101/2023.06.01.23290850,"Alzheimer's disease (AD) heritability is enriched in glial genes, but how and when cell-type-specific genetic risk contributes to AD remains unclear. Here, we derive cell-type-specific AD polygenic risk scores (ADPRS) from two extensively characterized datasets. In an autopsy dataset spanning all stages of AD (n=1,457), astrocytic (Ast) ADPRS was associated with both diffuse and neuritic Aβ plaques, while microglial (Mic) ADPRS was associated with neuritic Aβ plaques, microglial activation, tau, and cognitive decline. Causal modeling analyses further clarified these relationships. In an independent neuroimaging dataset of cognitively unimpaired elderly (n=2,921), Ast-ADPRS were associated with Aβ, and Mic-ADPRS was associated with Aβ and tau, showing a consistent pattern with the autopsy dataset. Oligodendrocytic and excitatory neuronal ADPRSs were associated with tau, but only in the autopsy dataset including symptomatic AD cases. Together, our study provides human genetic evidence implicating multiple glial cell types in AD pathophysiology, starting from the preclinical stage.",05/06/2023,2023.06.01.23290850,medRxiv,PubMed,PMID: 37333223 PMCID: PMC10274993,,,
MAP,Z2JW5ZEH,journalArticle,2023,"Nidadavolu, Lolita S.; Feger, Danielle; Chen, Diefei; Wu, Yuqiong; Grodstein, Francine; Gross, Alden L.; Bennett, David A.; Walston, Jeremy D.; Oh, Esther S.; Abadir, Peter M.","Associations between circulating cell-free mitochondrial DNA, inflammatory markers, and cognitive and physical outcomes in community dwelling older adults",Immunity & Ageing: I & A,1742-4933,10.1186/s12979-023-00342-y,"BACKGROUND: Dementia and frailty are common age-related syndromes often linked to chronic inflammation. Identifying the biological factors and pathways that contribute to chronic inflammation is crucial for developing new therapeutic targets. Circulating cell-free mitochondrial DNA (ccf-mtDNA) has been proposed as an immune stimulator and potential predictor of mortality in acute illnesses. Dementia and frailty are both associated with mitochondrial dysfunction, impaired cellular energetics, and cell death. The size and abundance of ccf-mtDNA fragments may indicate the mechanism of cell death: long fragments typically result from necrosis, while short fragments arise from apoptosis. We hypothesize that increased levels of necrosis-associated long ccf-mtDNA fragments and inflammatory markers in serum are linked to declines in cognitive and physical function, as well as increased mortality risk. RESULTS: Our study of 672 community-dwelling older adults revealed that inflammatory markers (C-Reactive Protein, soluble tumor necrosis factor alpha, tumor necrosis factor alpha receptor 1 [sTNFR1], and interleukin-6 [IL-6]) positively correlated with ccf-mtDNA levels in serum. Although cross-sectional analysis revealed no significant associations between short and long ccf-mtDNA fragments, longitudinal analysis demonstrated a connection between higher long ccf-mtDNA fragments (necrosis-associated) and worsening composite gait scores over time. Additionally, increased mortality risk was observed only in individuals with elevated sTNFR1 levels. CONCLUSION: In a community dwelling cohort of older adults, there are cross-sectional and longitudinal associations between ccf-mtDNA and sTNFR1 with impaired physical and cognitive function and increased hazard of death. This work suggests a role for long ccf-mtDNA as a blood-based marker predictive of future physical decline.",23/05/2023,24,Immun Ageing,PubMed,PMID: 37221566 PMCID: PMC10204157,,Mitochondria; Inflammation; Dementia; Cell-free DNA; Frailty; sTNFR1,
